Palabras,Frecuencia,Probabilidad,Cant. Informacion,
000101101,5,0.0014285714285714286,9.451211111832329,
000101110,10,0.002857142857142857,8.451211111832329,
000101111,9,0.0025714285714285713,8.603214205277379,
000110000,4,0.001142857142857143,9.77313920671969,
000110001,11,0.003142857142857143,8.313707588082394,
000110010,10,0.002857142857142857,8.451211111832329,
000110011,7,0.002,8.965784284662087,
000110100,10,0.002857142857142857,8.451211111832329,
000110101,8,0.002285714285714286,8.77313920671969,
000110110,12,0.0034285714285714284,8.188176705998536,
000110111,7,0.002,8.965784284662087,
000111000,8,0.002285714285714286,8.77313920671969,
000111001,10,0.002857142857142857,8.451211111832329,
000111010,2,5.714285714285715E-4,10.77313920671969,
000111011,4,0.001142857142857143,9.77313920671969,
000111100,10,0.002857142857142857,8.451211111832329,
000111101,8,0.002285714285714286,8.77313920671969,
000111110,7,0.002,8.965784284662087,
000111111,6,0.0017142857142857142,9.188176705998536,
001000000,8,0.002285714285714286,8.77313920671969,
001000001,9,0.0025714285714285713,8.603214205277379,
001000010,7,0.002,8.965784284662087,
001000011,7,0.002,8.965784284662087,
001000100,7,0.002,8.965784284662087,
001000101,9,0.0025714285714285713,8.603214205277379,
001000110,10,0.002857142857142857,8.451211111832329,
001000111,5,0.0014285714285714286,9.451211111832329,
001001000,8,0.002285714285714286,8.77313920671969,
001001001,6,0.0017142857142857142,9.188176705998536,
001001010,9,0.0025714285714285713,8.603214205277379,
001001011,4,0.001142857142857143,9.77313920671969,
001001100,6,0.0017142857142857142,9.188176705998536,
001001101,6,0.0017142857142857142,9.188176705998536,
001001110,3,8.571428571428571E-4,10.188176705998536,
001001111,3,8.571428571428571E-4,10.188176705998536,
001010000,9,0.0025714285714285713,8.603214205277379,
001010001,7,0.002,8.965784284662087,
001010010,7,0.002,8.965784284662087,
001010011,3,8.571428571428571E-4,10.188176705998536,
001010100,3,8.571428571428571E-4,10.188176705998536,
001010101,4,0.001142857142857143,9.77313920671969,
001010110,9,0.0025714285714285713,8.603214205277379,
001010111,9,0.0025714285714285713,8.603214205277379,
001011000,6,0.0017142857142857142,9.188176705998536,
001011001,6,0.0017142857142857142,9.188176705998536,
001011010,8,0.002285714285714286,8.77313920671969,
001011011,5,0.0014285714285714286,9.451211111832329,
001011100,5,0.0014285714285714286,9.451211111832329,
001011101,13,0.0037142857142857142,8.0726994885786,
001011110,5,0.0014285714285714286,9.451211111832329,
001011111,6,0.0017142857142857142,9.188176705998536,
001100000,9,0.0025714285714285713,8.603214205277379,
001100001,3,8.571428571428571E-4,10.188176705998536,
001100010,4,0.001142857142857143,9.77313920671969,
001100011,4,0.001142857142857143,9.77313920671969,
001100100,8,0.002285714285714286,8.77313920671969,
001100101,13,0.0037142857142857142,8.0726994885786,
001100110,6,0.0017142857142857142,9.188176705998536,
001100111,2,5.714285714285715E-4,10.77313920671969,
001101000,11,0.003142857142857143,8.313707588082394,
001101001,7,0.002,8.965784284662087,
001101010,5,0.0014285714285714286,9.451211111832329,
001101011,8,0.002285714285714286,8.77313920671969,
001101100,3,8.571428571428571E-4,10.188176705998536,
001101101,7,0.002,8.965784284662087,
001101110,7,0.002,8.965784284662087,
001101111,9,0.0025714285714285713,8.603214205277379,
001110000,4,0.001142857142857143,9.77313920671969,
001110001,7,0.002,8.965784284662087,
001110010,7,0.002,8.965784284662087,
001110011,6,0.0017142857142857142,9.188176705998536,
001110100,10,0.002857142857142857,8.451211111832329,
001110101,6,0.0017142857142857142,9.188176705998536,
001110110,6,0.0017142857142857142,9.188176705998536,
001110111,5,0.0014285714285714286,9.451211111832329,
001111000,4,0.001142857142857143,9.77313920671969,
001111001,8,0.002285714285714286,8.77313920671969,
001111010,9,0.0025714285714285713,8.603214205277379,
001111011,5,0.0014285714285714286,9.451211111832329,
001111100,5,0.0014285714285714286,9.451211111832329,
001111101,15,0.004285714285714286,7.866248611111173,
001111110,9,0.0025714285714285713,8.603214205277379,
001111111,8,0.002285714285714286,8.77313920671969,
010000000,5,0.0014285714285714286,9.451211111832329,
010000001,10,0.002857142857142857,8.451211111832329,
010000010,5,0.0014285714285714286,9.451211111832329,
010000011,11,0.003142857142857143,8.313707588082394,
010000100,9,0.0025714285714285713,8.603214205277379,
010000101,12,0.0034285714285714284,8.188176705998536,
010000110,8,0.002285714285714286,8.77313920671969,
010000111,6,0.0017142857142857142,9.188176705998536,
010001000,11,0.003142857142857143,8.313707588082394,
010001001,3,8.571428571428571E-4,10.188176705998536,
010001010,7,0.002,8.965784284662087,
010001011,7,0.002,8.965784284662087,
010001100,7,0.002,8.965784284662087,
010001101,7,0.002,8.965784284662087,
010001110,7,0.002,8.965784284662087,
010001111,6,0.0017142857142857142,9.188176705998536,
010010000,9,0.0025714285714285713,8.603214205277379,
010010001,5,0.0014285714285714286,9.451211111832329,
010010010,7,0.002,8.965784284662087,
010010011,5,0.0014285714285714286,9.451211111832329,
010010100,7,0.002,8.965784284662087,
010010101,8,0.002285714285714286,8.77313920671969,
010010110,7,0.002,8.965784284662087,
010010111,6,0.0017142857142857142,9.188176705998536,
010011000,6,0.0017142857142857142,9.188176705998536,
010011001,3,8.571428571428571E-4,10.188176705998536,
010011010,10,0.002857142857142857,8.451211111832329,
010011011,9,0.0025714285714285713,8.603214205277379,
010011100,7,0.002,8.965784284662087,
010011101,4,0.001142857142857143,9.77313920671969,
010011110,5,0.0014285714285714286,9.451211111832329,
010011111,7,0.002,8.965784284662087,
010100000,7,0.002,8.965784284662087,
010100001,10,0.002857142857142857,8.451211111832329,
010100010,9,0.0025714285714285713,8.603214205277379,
010100011,8,0.002285714285714286,8.77313920671969,
010100100,8,0.002285714285714286,8.77313920671969,
010100101,15,0.004285714285714286,7.866248611111173,
010100110,8,0.002285714285714286,8.77313920671969,
010100111,9,0.0025714285714285713,8.603214205277379,
010101000,5,0.0014285714285714286,9.451211111832329,
010101001,5,0.0014285714285714286,9.451211111832329,
010101010,4,0.001142857142857143,9.77313920671969,
010101011,4,0.001142857142857143,9.77313920671969,
010101100,4,0.001142857142857143,9.77313920671969,
010101101,7,0.002,8.965784284662087,
010101110,6,0.0017142857142857142,9.188176705998536,
010101111,4,0.001142857142857143,9.77313920671969,
010110000,7,0.002,8.965784284662087,
010110001,5,0.0014285714285714286,9.451211111832329,
010110010,8,0.002285714285714286,8.77313920671969,
010110011,8,0.002285714285714286,8.77313920671969,
010110100,7,0.002,8.965784284662087,
010110101,5,0.0014285714285714286,9.451211111832329,
010110110,9,0.0025714285714285713,8.603214205277379,
010110111,6,0.0017142857142857142,9.188176705998536,
010111000,11,0.003142857142857143,8.313707588082394,
010111001,8,0.002285714285714286,8.77313920671969,
010111010,4,0.001142857142857143,9.77313920671969,
010111011,5,0.0014285714285714286,9.451211111832329,
010111100,7,0.002,8.965784284662087,
010111101,5,0.0014285714285714286,9.451211111832329,
010111110,10,0.002857142857142857,8.451211111832329,
010111111,10,0.002857142857142857,8.451211111832329,
011000000,9,0.0025714285714285713,8.603214205277379,
011000001,8,0.002285714285714286,8.77313920671969,
011000010,10,0.002857142857142857,8.451211111832329,
011000011,5,0.0014285714285714286,9.451211111832329,
011000100,7,0.002,8.965784284662087,
011000101,2,5.714285714285715E-4,10.77313920671969,
011000110,10,0.002857142857142857,8.451211111832329,
011000111,7,0.002,8.965784284662087,
011001000,6,0.0017142857142857142,9.188176705998536,
011001001,7,0.002,8.965784284662087,
011001010,4,0.001142857142857143,9.77313920671969,
011001011,9,0.0025714285714285713,8.603214205277379,
011001100,5,0.0014285714285714286,9.451211111832329,
011001101,9,0.0025714285714285713,8.603214205277379,
011001110,5,0.0014285714285714286,9.451211111832329,
011001111,2,5.714285714285715E-4,10.77313920671969,
011010000,8,0.002285714285714286,8.77313920671969,
011010001,15,0.004285714285714286,7.866248611111173,
011010010,8,0.002285714285714286,8.77313920671969,
011010011,2,5.714285714285715E-4,10.77313920671969,
011010100,9,0.0025714285714285713,8.603214205277379,
011010101,5,0.0014285714285714286,9.451211111832329,
011010110,8,0.002285714285714286,8.77313920671969,
011010111,7,0.002,8.965784284662087,
011011000,10,0.002857142857142857,8.451211111832329,
011011001,4,0.001142857142857143,9.77313920671969,
011011010,5,0.0014285714285714286,9.451211111832329,
011011011,5,0.0014285714285714286,9.451211111832329,
011011100,2,5.714285714285715E-4,10.77313920671969,
011011101,8,0.002285714285714286,8.77313920671969,
011011110,5,0.0014285714285714286,9.451211111832329,
011011111,7,0.002,8.965784284662087,
011100000,4,0.001142857142857143,9.77313920671969,
011100001,7,0.002,8.965784284662087,
011100010,7,0.002,8.965784284662087,
011100011,7,0.002,8.965784284662087,
011100100,6,0.0017142857142857142,9.188176705998536,
011100101,4,0.001142857142857143,9.77313920671969,
011100110,5,0.0014285714285714286,9.451211111832329,
011100111,4,0.001142857142857143,9.77313920671969,
011101000,7,0.002,8.965784284662087,
011101001,8,0.002285714285714286,8.77313920671969,
011101010,8,0.002285714285714286,8.77313920671969,
011101011,11,0.003142857142857143,8.313707588082394,
011101100,5,0.0014285714285714286,9.451211111832329,
011101101,5,0.0014285714285714286,9.451211111832329,
011101110,3,8.571428571428571E-4,10.188176705998536,
011101111,3,8.571428571428571E-4,10.188176705998536,
011110000,13,0.0037142857142857142,8.0726994885786,
011110001,3,8.571428571428571E-4,10.188176705998536,
011110010,4,0.001142857142857143,9.77313920671969,
011110011,5,0.0014285714285714286,9.451211111832329,
011110100,7,0.002,8.965784284662087,
011110101,6,0.0017142857142857142,9.188176705998536,
011110110,8,0.002285714285714286,8.77313920671969,
011110111,9,0.0025714285714285713,8.603214205277379,
011111000,11,0.003142857142857143,8.313707588082394,
011111001,10,0.002857142857142857,8.451211111832329,
011111010,10,0.002857142857142857,8.451211111832329,
011111011,7,0.002,8.965784284662087,
011111100,4,0.001142857142857143,9.77313920671969,
011111101,11,0.003142857142857143,8.313707588082394,
011111110,3,8.571428571428571E-4,10.188176705998536,
011111111,7,0.002,8.965784284662087,
100000000,8,0.002285714285714286,8.77313920671969,
100000001,8,0.002285714285714286,8.77313920671969,
100000010,10,0.002857142857142857,8.451211111832329,
100000011,10,0.002857142857142857,8.451211111832329,
100000100,7,0.002,8.965784284662087,
100000101,8,0.002285714285714286,8.77313920671969,
100000110,6,0.0017142857142857142,9.188176705998536,
100000111,10,0.002857142857142857,8.451211111832329,
100001000,6,0.0017142857142857142,9.188176705998536,
100001001,9,0.0025714285714285713,8.603214205277379,
100001010,2,5.714285714285715E-4,10.77313920671969,
100001011,7,0.002,8.965784284662087,
100001100,7,0.002,8.965784284662087,
100001101,3,8.571428571428571E-4,10.188176705998536,
100001110,8,0.002285714285714286,8.77313920671969,
100001111,6,0.0017142857142857142,9.188176705998536,
100010000,7,0.002,8.965784284662087,
100010001,2,5.714285714285715E-4,10.77313920671969,
100010010,8,0.002285714285714286,8.77313920671969,
100010011,9,0.0025714285714285713,8.603214205277379,
100010100,6,0.0017142857142857142,9.188176705998536,
100010101,8,0.002285714285714286,8.77313920671969,
100010110,6,0.0017142857142857142,9.188176705998536,
100010111,4,0.001142857142857143,9.77313920671969,
100011000,7,0.002,8.965784284662087,
100011001,7,0.002,8.965784284662087,
100011010,13,0.0037142857142857142,8.0726994885786,
100011011,6,0.0017142857142857142,9.188176705998536,
100011100,4,0.001142857142857143,9.77313920671969,
100011101,8,0.002285714285714286,8.77313920671969,
100011110,9,0.0025714285714285713,8.603214205277379,
100011111,12,0.0034285714285714284,8.188176705998536,
100100000,9,0.0025714285714285713,8.603214205277379,
100100001,4,0.001142857142857143,9.77313920671969,
100100010,8,0.002285714285714286,8.77313920671969,
100100011,11,0.003142857142857143,8.313707588082394,
100100100,7,0.002,8.965784284662087,
100100101,7,0.002,8.965784284662087,
100100110,9,0.0025714285714285713,8.603214205277379,
100100111,7,0.002,8.965784284662087,
100101000,6,0.0017142857142857142,9.188176705998536,
100101001,9,0.0025714285714285713,8.603214205277379,
100101010,7,0.002,8.965784284662087,
100101011,4,0.001142857142857143,9.77313920671969,
100101100,8,0.002285714285714286,8.77313920671969,
100101101,5,0.0014285714285714286,9.451211111832329,
100101110,9,0.0025714285714285713,8.603214205277379,
100101111,3,8.571428571428571E-4,10.188176705998536,
100110000,3,8.571428571428571E-4,10.188176705998536,
100110001,7,0.002,8.965784284662087,
100110010,5,0.0014285714285714286,9.451211111832329,
100110011,5,0.0014285714285714286,9.451211111832329,
100110100,4,0.001142857142857143,9.77313920671969,
100110101,5,0.0014285714285714286,9.451211111832329,
100110110,6,0.0017142857142857142,9.188176705998536,
100110111,8,0.002285714285714286,8.77313920671969,
100111000,11,0.003142857142857143,8.313707588082394,
100111001,5,0.0014285714285714286,9.451211111832329,
100111010,8,0.002285714285714286,8.77313920671969,
100111011,5,0.0014285714285714286,9.451211111832329,
100111100,7,0.002,8.965784284662087,
100111101,7,0.002,8.965784284662087,
100111110,7,0.002,8.965784284662087,
100111111,7,0.002,8.965784284662087,
101000000,9,0.0025714285714285713,8.603214205277379,
101000001,2,5.714285714285715E-4,10.77313920671969,
101000010,8,0.002285714285714286,8.77313920671969,
101000011,4,0.001142857142857143,9.77313920671969,
101000100,16,0.004571428571428572,7.773139206719692,
101000101,8,0.002285714285714286,8.77313920671969,
101000110,9,0.0025714285714285713,8.603214205277379,
101000111,10,0.002857142857142857,8.451211111832329,
101001000,10,0.002857142857142857,8.451211111832329,
101001001,6,0.0017142857142857142,9.188176705998536,
101001010,8,0.002285714285714286,8.77313920671969,
101001011,8,0.002285714285714286,8.77313920671969,
101001100,8,0.002285714285714286,8.77313920671969,
101001101,5,0.0014285714285714286,9.451211111832329,
101001110,10,0.002857142857142857,8.451211111832329,
101001111,5,0.0014285714285714286,9.451211111832329,
101010000,9,0.0025714285714285713,8.603214205277379,
101010001,7,0.002,8.965784284662087,
101010010,14,0.004,7.965784284662087,
101010011,4,0.001142857142857143,9.77313920671969,
101010100,8,0.002285714285714286,8.77313920671969,
101010101,8,0.002285714285714286,8.77313920671969,
101010110,4,0.001142857142857143,9.77313920671969,
101010111,7,0.002,8.965784284662087,
101011000,5,0.0014285714285714286,9.451211111832329,
101011001,7,0.002,8.965784284662087,
101011010,7,0.002,8.965784284662087,
101011011,5,0.0014285714285714286,9.451211111832329,
101011100,12,0.0034285714285714284,8.188176705998536,
101011101,8,0.002285714285714286,8.77313920671969,
101011110,2,5.714285714285715E-4,10.77313920671969,
101011111,9,0.0025714285714285713,8.603214205277379,
101100000,9,0.0025714285714285713,8.603214205277379,
101100001,7,0.002,8.965784284662087,
101100010,3,8.571428571428571E-4,10.188176705998536,
101100011,6,0.0017142857142857142,9.188176705998536,
101100100,6,0.0017142857142857142,9.188176705998536,
101100101,4,0.001142857142857143,9.77313920671969,
101100110,7,0.002,8.965784284662087,
101100111,7,0.002,8.965784284662087,
101101000,12,0.0034285714285714284,8.188176705998536,
101101001,4,0.001142857142857143,9.77313920671969,
101101010,3,8.571428571428571E-4,10.188176705998536,
101101011,8,0.002285714285714286,8.77313920671969,
101101100,6,0.0017142857142857142,9.188176705998536,
101101101,9,0.0025714285714285713,8.603214205277379,
101101110,3,8.571428571428571E-4,10.188176705998536,
101101111,6,0.0017142857142857142,9.188176705998536,
101110000,3,8.571428571428571E-4,10.188176705998536,
101110001,8,0.002285714285714286,8.77313920671969,
101110010,5,0.0014285714285714286,9.451211111832329,
101110011,6,0.0017142857142857142,9.188176705998536,
101110100,5,0.0014285714285714286,9.451211111832329,
101110101,8,0.002285714285714286,8.77313920671969,
101110110,6,0.0017142857142857142,9.188176705998536,
101110111,9,0.0025714285714285713,8.603214205277379,
101111000,4,0.001142857142857143,9.77313920671969,
101111001,5,0.0014285714285714286,9.451211111832329,
101111010,7,0.002,8.965784284662087,
101111011,7,0.002,8.965784284662087,
101111100,10,0.002857142857142857,8.451211111832329,
101111101,6,0.0017142857142857142,9.188176705998536,
101111110,10,0.002857142857142857,8.451211111832329,
101111111,9,0.0025714285714285713,8.603214205277379,
110000000,7,0.002,8.965784284662087,
110000001,10,0.002857142857142857,8.451211111832329,
110000010,11,0.003142857142857143,8.313707588082394,
110000011,7,0.002,8.965784284662087,
110000100,3,8.571428571428571E-4,10.188176705998536,
110000101,12,0.0034285714285714284,8.188176705998536,
110000110,6,0.0017142857142857142,9.188176705998536,
110000111,10,0.002857142857142857,8.451211111832329,
110001000,9,0.0025714285714285713,8.603214205277379,
110001001,7,0.002,8.965784284662087,
110001010,6,0.0017142857142857142,9.188176705998536,
110001011,4,0.001142857142857143,9.77313920671969,
110001100,10,0.002857142857142857,8.451211111832329,
110001101,8,0.002285714285714286,8.77313920671969,
110001110,6,0.0017142857142857142,9.188176705998536,
110001111,3,8.571428571428571E-4,10.188176705998536,
110010000,7,0.002,8.965784284662087,
110010001,9,0.0025714285714285713,8.603214205277379,
110010010,8,0.002285714285714286,8.77313920671969,
110010011,5,0.0014285714285714286,9.451211111832329,
110010100,5,0.0014285714285714286,9.451211111832329,
110010101,11,0.003142857142857143,8.313707588082394,
110010110,8,0.002285714285714286,8.77313920671969,
110010111,6,0.0017142857142857142,9.188176705998536,
110011000,7,0.002,8.965784284662087,
110011001,5,0.0014285714285714286,9.451211111832329,
110011010,7,0.002,8.965784284662087,
110011011,8,0.002285714285714286,8.77313920671969,
110011100,12,0.0034285714285714284,8.188176705998536,
110011101,9,0.0025714285714285713,8.603214205277379,
110011110,4,0.001142857142857143,9.77313920671969,
110011111,8,0.002285714285714286,8.77313920671969,
110100000,12,0.0034285714285714284,8.188176705998536,
110100001,4,0.001142857142857143,9.77313920671969,
110100010,5,0.0014285714285714286,9.451211111832329,
110100011,8,0.002285714285714286,8.77313920671969,
110100100,8,0.002285714285714286,8.77313920671969,
110100101,3,8.571428571428571E-4,10.188176705998536,
110100110,6,0.0017142857142857142,9.188176705998536,
110100111,6,0.0017142857142857142,9.188176705998536,
110101000,3,8.571428571428571E-4,10.188176705998536,
110101001,7,0.002,8.965784284662087,
110101010,8,0.002285714285714286,8.77313920671969,
110101011,5,0.0014285714285714286,9.451211111832329,
110101100,8,0.002285714285714286,8.77313920671969,
110101101,7,0.002,8.965784284662087,
110101110,5,0.0014285714285714286,9.451211111832329,
110101111,10,0.002857142857142857,8.451211111832329,
110110000,9,0.0025714285714285713,8.603214205277379,
110110001,7,0.002,8.965784284662087,
110110010,4,0.001142857142857143,9.77313920671969,
110110011,4,0.001142857142857143,9.77313920671969,
110110100,9,0.0025714285714285713,8.603214205277379,
110110101,6,0.0017142857142857142,9.188176705998536,
110110110,9,0.0025714285714285713,8.603214205277379,
110110111,9,0.0025714285714285713,8.603214205277379,
110111000,8,0.002285714285714286,8.77313920671969,
110111001,2,5.714285714285715E-4,10.77313920671969,
110111010,6,0.0017142857142857142,9.188176705998536,
110111011,3,8.571428571428571E-4,10.188176705998536,
110111100,7,0.002,8.965784284662087,
110111101,7,0.002,8.965784284662087,
110111110,9,0.0025714285714285713,8.603214205277379,
110111111,3,8.571428571428571E-4,10.188176705998536,
111000000,12,0.0034285714285714284,8.188176705998536,
111000001,13,0.0037142857142857142,8.0726994885786,
111000010,6,0.0017142857142857142,9.188176705998536,
111000011,9,0.0025714285714285713,8.603214205277379,
111000100,8,0.002285714285714286,8.77313920671969,
111000101,5,0.0014285714285714286,9.451211111832329,
111000110,4,0.001142857142857143,9.77313920671969,
111000111,4,0.001142857142857143,9.77313920671969,
111001000,4,0.001142857142857143,9.77313920671969,
111001001,8,0.002285714285714286,8.77313920671969,
111001010,8,0.002285714285714286,8.77313920671969,
111001011,6,0.0017142857142857142,9.188176705998536,
111001100,6,0.0017142857142857142,9.188176705998536,
111001101,1,2.8571428571428574E-4,11.77313920671969,
111001110,8,0.002285714285714286,8.77313920671969,
111001111,6,0.0017142857142857142,9.188176705998536,
111010000,11,0.003142857142857143,8.313707588082394,
111010001,1,2.8571428571428574E-4,11.77313920671969,
111010010,5,0.0014285714285714286,9.451211111832329,
111010011,7,0.002,8.965784284662087,
111010100,7,0.002,8.965784284662087,
111010101,7,0.002,8.965784284662087,
111010110,6,0.0017142857142857142,9.188176705998536,
111010111,6,0.0017142857142857142,9.188176705998536,
111011000,5,0.0014285714285714286,9.451211111832329,
111011001,8,0.002285714285714286,8.77313920671969,
111011010,9,0.0025714285714285713,8.603214205277379,
111011011,11,0.003142857142857143,8.313707588082394,
111011100,7,0.002,8.965784284662087,
111011101,5,0.0014285714285714286,9.451211111832329,
111011110,4,0.001142857142857143,9.77313920671969,
111011111,8,0.002285714285714286,8.77313920671969,
111100000,8,0.002285714285714286,8.77313920671969,
111100001,5,0.0014285714285714286,9.451211111832329,
111100010,3,8.571428571428571E-4,10.188176705998536,
111100011,9,0.0025714285714285713,8.603214205277379,
111100100,7,0.002,8.965784284662087,
111100101,9,0.0025714285714285713,8.603214205277379,
111100110,8,0.002285714285714286,8.77313920671969,
111100111,6,0.0017142857142857142,9.188176705998536,
111101000,13,0.0037142857142857142,8.0726994885786,
111101001,4,0.001142857142857143,9.77313920671969,
111101010,5,0.0014285714285714286,9.451211111832329,
111101011,5,0.0014285714285714286,9.451211111832329,
111101100,7,0.002,8.965784284662087,
111101101,6,0.0017142857142857142,9.188176705998536,
111101110,2,5.714285714285715E-4,10.77313920671969,
111101111,4,0.001142857142857143,9.77313920671969,
111110000,4,0.001142857142857143,9.77313920671969,
111110001,5,0.0014285714285714286,9.451211111832329,
111110010,6,0.0017142857142857142,9.188176705998536,
111110011,9,0.0025714285714285713,8.603214205277379,
111110100,6,0.0017142857142857142,9.188176705998536,
111110101,7,0.002,8.965784284662087,
111110110,2,5.714285714285715E-4,10.77313920671969,
111110111,8,0.002285714285714286,8.77313920671969,
111111000,8,0.002285714285714286,8.77313920671969,
111111001,7,0.002,8.965784284662087,
111111010,12,0.0034285714285714284,8.188176705998536,
111111011,10,0.002857142857142857,8.451211111832329,
111111100,6,0.0017142857142857142,9.188176705998536,
111111101,3,8.571428571428571E-4,10.188176705998536,
111111110,6,0.0017142857142857142,9.188176705998536,
111111111,11,0.003142857142857143,8.313707588082394,
 ,3500,1.0, 

Entropia H(S),8.895015764498266,
Kraft,1.0,
Rendimiento,98.83350849442503,
Redundancia,1.1664915055749674,
