Probabilidad,Codigo,Huffman
0.0025714285714285713,100011110,110111100,
0.0034285714285714284,100011111,01100111,
0.0025714285714285713,100100000,110111101,
0.001142857142857143,100100001,1010110100,
0.002285714285714286,100100010,110000100,
0.003142857142857143,100100011,00111011,
0.002,100100100,101000010,
0.002,100100101,011111010,
0.0025714285714285713,100100110,111101110,
0.002,100100111,011111011,
0.0017142857142857142,100101000,010001100,
0.0025714285714285713,100101001,111011010,
0.002,100101010,100110101,
0.001142857142857143,100101011,1010110101,
0.002285714285714286,100101100,110100111,
0.0014285714285714286,100101101,1111110011,
0.0025714285714285713,100101110,111010001,
8.571428571428571E-4,100101111,0100111111,
8.571428571428571E-4,100110000,0100101100,
0.002,100110001,100001111,
0.0014285714285714286,100110010,000001000,
0.0014285714285714286,100110011,1111101010,
0.001142857142857143,100110100,1011001101,
0.0014285714285714286,100110101,1111101011,
0.0017142857142857142,100110110,010001010,
0.002285714285714286,100110111,110010001,
0.003142857142857143,100111000,00111001,
0.0014285714285714286,100111001,001000100,
0.002285714285714286,100111010,101100101,
0.0014285714285714286,100111011,001000101,
0.002,100111100,100001001,
0.002,100111101,100011110,
0.002,100111110,100011111,
0.002,100111111,100001010,
0.0025714285714285713,101000000,111100101,
5.714285714285715E-4,101000001,10111111100,
0.002285714285714286,101000010,101011101,
0.001142857142857143,101000011,1011100110,
0.004571428571428572,101000100,11000000,
0.002285714285714286,101000101,101100111,
0.0025714285714285713,101000110,110111010,
0.002857142857142857,101000111,00011110,
0.002857142857142857,101001000,00001111,
0.0017142857142857142,101001001,010010100,
0.002285714285714286,101001010,110100110,
0.002285714285714286,101001011,110101011,
0.002285714285714286,101001100,101110100,
0.0014285714285714286,101001101,000101010,
0.002857142857142857,101001110,111101111,
0.0014285714285714286,101001111,000001111,
0.0025714285714285713,101010000,111000111,
0.002,101010001,100110111,
0.004,101010010,10010111,
0.001142857142857143,101010011,1011101011,
0.002285714285714286,101010100,110101001,
0.002285714285714286,101010101,101110010,
0.001142857142857143,101010110,1011011110,
0.002,101010111,100111110,
0.0014285714285714286,101011000,000011010,
0.002,101011001,100111111,
0.002,101011010,100111000,
0.0014285714285714286,101011011,000011011,
0.0034285714285714284,101011100,01010110,
0.002285714285714286,101011101,110100101,
5.714285714285715E-4,101011110,10111111101,
0.0025714285714285713,101011111,111000100,
0.0025714285714285713,101100000,111000101,
0.002,101100001,100001101,
8.571428571428571E-4,101100010,0110000000,
0.0017142857142857142,101100011,010010111,
0.0017142857142857142,101100100,010000010,
0.001142857142857143,101100101,1011011011,
0.002,101100110,101000100,
0.002,101100111,101000101,
0.0034285714285714284,101101000,01011010,
0.001142857142857143,101101001,1011101110,
8.571428571428571E-4,101101010,0110000001,
0.002285714285714286,101101011,110101110,
0.0017142857142857142,101101100,011011010,
0.0025714285714285713,101101101,111101100,
8.571428571428571E-4,101101110,0101100000,
0.0017142857142857142,101101111,010000101,
8.571428571428571E-4,101110000,0101100001,
0.002285714285714286,101110001,101100010,
0.0014285714285714286,101110010,000000011,
0.0017142857142857142,101110011,011001010,
0.0014285714285714286,101110100,000011001,
0.002285714285714286,101110101,110000110,
0.0017142857142857142,101110110,011001011,
0.0025714285714285713,101110111,111101000,
0.001142857142857143,101111000,1010110001,
0.0014285714285714286,101111001,000101001,
0.002,101111010,100000101,
0.002,101111011,011111110,
0.002857142857142857,101111100,00011000,
0.0017142857142857142,101111101,011100000,
0.002857142857142857,101111110,00100001,
0.0025714285714285713,101111111,110111011,
0.002,110000000,011111111,
0.002857142857142857,110000001,00010010,
0.003142857142857143,110000010,00111110,
0.002,110000011,011111100,
8.571428571428571E-4,110000100,0101001100,
0.0034285714285714284,110000101,01010100,
0.0017142857142857142,110000110,010010010,
0.002857142857142857,110000111,00010001,
0.0025714285714285713,110001000,111011101,
0.002,110001001,100100110,
0.0017142857142857142,110001010,010010011,
0.001142857142857143,110001011,1011010000,
0.002857142857142857,110001100,00001000,
0.002285714285714286,110001101,101111010,
0.0017142857142857142,110001110,010111011,
8.571428571428571E-4,110001111,0101001101,
0.002,110010000,011110100,
0.0025714285714285713,110010001,111010000,
0.002285714285714286,110010010,110011000,
0.0014285714285714286,110010011,000000100,
0.0014285714285714286,110010100,000000101,
0.003142857142857143,110010101,00110011,
0.002285714285714286,110010110,110110101,
0.0017142857142857142,110010111,011000100,
0.002,110011000,100110010,
0.0014285714285714286,110011001,001000000,
0.002,110011010,100110011,
0.002285714285714286,110011011,110001100,
0.0034285714285714284,110011100,01101111,
0.0025714285714285713,110011101,111011111,
0.001142857142857143,110011110,1010100101,
0.002285714285714286,110011111,110011011,
0.0034285714285714284,110100000,01101100,
0.001142857142857143,110100001,1101101000,
0.0014285714285714286,110100010,000101110,
0.002285714285714286,110100011,101011111,
0.002285714285714286,110100100,101111100,
8.571428571428571E-4,110100101,0110010010,
0.0017142857142857142,110100110,010110001,
0.0017142857142857142,110100111,010010001,
8.571428571428571E-4,110101000,0100001110,
0.002,110101001,100011010,
0.002285714285714286,110101010,101011001,
0.0014285714285714286,110101011,001001010,
0.002285714285714286,110101100,110001011,
0.002,110101101,100110000,
0.0014285714285714286,110101110,001001011,
0.002857142857142857,110101111,00101001,
0.0025714285714285713,110110000,111001000,
0.002,110110001,100110001,
0.001142857142857143,110110010,1101100100,
0.001142857142857143,110110011,1101100101,
0.0025714285714285713,110110100,111101001,
0.0017142857142857142,110110101,010100111,
0.0025714285714285713,110110110,111101101,
0.0025714285714285713,110110111,110111110,
0.002285714285714286,110111000,101010011,
5.714285714285715E-4,110111001,11000110111,
0.0017142857142857142,110111010,010100101,
8.571428571428571E-4,110111011,0110101010,
0.002,110111100,100111010,
0.002,110111101,100011101,
0.0025714285714285713,110111110,111000000,
8.571428571428571E-4,110111111,0110101100,
0.0034285714285714284,111000000,01101000,
0.0037142857142857142,111000001,01110010,
0.0017142857142857142,111000010,010111001,
0.0025714285714285713,111000011,111001101,
0.002285714285714286,111000100,101110000,
0.0014285714285714286,111000101,000010101,
0.001142857142857143,111000110,1100101001,
0.001142857142857143,111000111,1100010100,
0.001142857142857143,111001000,1100010101,
0.002285714285714286,111001001,101010110,
0.002285714285714286,111001010,110111001,
0.0017142857142857142,111001011,011100010,
0.0017142857142857142,111001100,011100011,
2.8571428571428574E-4,111001101,110100000111,
0.002285714285714286,111001110,101111001,
0.0017142857142857142,111001111,011010011,
0.003142857142857143,111010000,00111111,
2.8571428571428574E-4,111010001,01000000010,
0.0014285714285714286,111010010,1111111110,
0.002,111010011,100100101,
0.002,111010100,100100100,
0.002,111010101,101001000,
0.0017142857142857142,111010110,010110111,
0.0017142857142857142,111010111,010100000,
0.0014285714285714286,111011000,1111111111,
0.002285714285714286,111011001,110011001,
0.0025714285714285713,111011010,111010110,
0.003142857142857143,111011011,00111010,
0.002,111011100,100001100,
0.0014285714285714286,111011101,1111111101,
0.001142857142857143,111011110,1011110000,
0.002285714285714286,111011111,110100010,
0.002285714285714286,111100000,101111110,
0.0014285714285714286,111100001,001001001,
8.571428571428571E-4,111100010,0110101111,
0.0025714285714285713,111100011,111001011,
0.002,111100100,100001000,
0.0025714285714285713,111100101,111011001,
0.002285714285714286,111100110,110000011,
0.0017142857142857142,111100111,010110011,
0.0037142857142857142,111101000,01110111,
0.001142857142857143,111101001,1101101100,
0.0014285714285714286,111101010,000100110,
0.0014285714285714286,111101011,000100111,
0.002,111101100,100101100,
0.0017142857142857142,111101101,010100100,
5.714285714285715E-4,111101110,11010001101,
0.001142857142857143,111101111,1101000000,
0.001142857142857143,111110000,1101101101,
0.0014285714285714286,111110001,1111101111,
0.0017142857142857142,111110010,010000110,
0.0025714285714285713,111110011,111001010,
0.0017142857142857142,111110100,011000001,
0.002,111110101,101000001,
5.714285714285715E-4,111110110,11010000010,
0.002285714285714286,111110111,110010110,
0.002285714285714286,111111000,110110001,
0.002,111111001,100111100,
0.0034285714285714284,111111010,01100011,
0.002857142857142857,111111011,00101011,
0.0017142857142857142,111111100,010111111,
8.571428571428571E-4,111111101,0100000000,
0.0017142857142857142,111111110,011100001,
0.003142857142857143,111111111,00110100,
